id,x,y
1.74153101E8,4591465.884020132,5823071.077909254
1.74175301E8,4608976.718357653,5823039.563662757
1.74178401E8,4588602.55075046,5821083.768312287
1.74189601E8,4602363.980854474,5835557.046714767
1.74191101E8,4588021.066589664,5821510.013669917
1.74196501E8,4602779.960659708,5818382.564724063
1.74212101E8,4595293.337803115,5810524.824926174
1.74214401E8,4596330.581738604,5825329.049082463
1.74216701E8,4586442.000970899,5818895.072081906
1.74232601E8,4583619.313795192,5822744.066987034
1.74246201E8,4587718.667748463,5830225.415461664
1.74248201E8,4591234.477683757,5830960.920192068
1.74251401E8,4592105.627660168,5808776.340876901
1.74260801E8,4584540.334292738,5811314.578837114
1.74288301E8,4595320.776437096,5825442.452975602
1.74293301E8,4584219.172869332,5820659.827617227
1.74317701E8,4599656.525880549,5816552.468303887
1.74325901E8,4596874.26611688,5829545.849412404
1.74341001E8,4598756.547074908,5817901.739266497
1.74341801E8,4607626.713019336,5813378.468536371
1.74353201E8,4600804.469251145,5813661.013143367
1.74354601E8,4594079.035875611,5828467.637488465
1.74358901E8,4581603.055294302,5817856.378606211
1.74364201E8,4590606.830020532,5815457.101445467
1.74367101E8,4593589.942235087,5825988.82810871
1.74383301E8,4578712.8016553465,5821502.053647909
1.74412201E8,4590882.49807006,5814103.518948721
1.74417801E8,4593071.306693042,5810770.459767837
1.74430401E8,4595592.20399386,5822916.738004777
1.74433101E8,4592902.662479115,5817569.005738291
1.74434601E8,4598391.559208164,5813534.837843164
1.74438701E8,4600220.331208862,5815688.684725425
1.74449601E8,4608491.596670382,5823524.859694176
1.74453901E8,4592101.620497007,5830023.676182317
1.74471301E8,4592354.987744991,5813180.920024688
1.74477501E8,4593657.588859684,5818050.410560409
1.74489301E8,4601253.809559813,5809296.641006211
1.74493201E8,4586660.983590675,5821247.823559097
1.74493401E8,4593755.901765873,5820894.490353509
1.74503401E8,4592558.1074909195,5830905.489884442
1.74505801E8,4594868.107464458,5821861.826886308
1.74507601E8,4591750.646682065,5822612.424614668
1.74512001E8,4600402.169250247,5825093.38786382
1.74527901E8,4609705.085211192,5821907.264710649
1.74535001E8,4588320.563709715,5821819.923839609
1.74551001E8,4605164.642361339,5808748.994311561
1.74562401E8,4585044.428899463,5821617.342126645
1.74564201E8,4588241.139916434,5830663.92119727
1.74580601E8,4595906.135269553,5813654.150096535
1.74583701E8,4596250.28613688,5805777.448419369
1.74602601E8,4591189.702798399,5821153.979415279
1.74609401E8,4593258.627951969,5826710.732243153
1.74610201E8,4589442.325176409,5820982.5042497665
1.74624701E8,4581138.549008155,5821114.200147881
1.74630101E8,4596562.453544115,5824450.531713056
1.74643001E8,4606586.411534933,5826828.829445675
1.74698101E8,4597521.947567369,5817326.622797928
1.74704201E8,4587764.370839173,5833835.7144389
1.74706601E8,4597361.539177909,5816868.816746228
1.74708801E8,4577303.135143546,5824187.117806398
1.74740601E8,4596749.808186556,5821558.435132436
1.74753401E8,4597798.642791328,5824673.134430799
1.74756601E8,4580785.660320432,5824290.125417593
1.74791801E8,4590157.609885371,5816975.837962342
1.74808001E8,4578509.963625758,5823027.5267506875
1.74810101E8,4607700.5467899935,5820022.188007727
1.74836501E8,4600609.555380527,5823288.948403257
1.74846101E8,4592247.064023132,5821631.95544418
1.74877601E8,4598142.208689784,5812427.705707985
1.74878301E8,4583779.768821011,5826848.140815454
1.74884001E8,4593062.7163256435,5819489.666640453
1.74894101E8,4592196.755837865,5818406.4665835155
1.74908101E8,4597461.574907273,5823565.85741229
1.74921101E8,4609029.735275985,5820415.126622007
1.74923201E8,4607225.384167757,5825199.370571594
1.74939001E8,4590054.164028266,5812195.750417072
1.74947401E8,4578845.306607596,5821814.589808809
1.74955401E8,4603789.436310103,5827399.043637753
1.74959601E8,4588503.323654491,5820610.631956215
1.74964401E8,4589391.415906457,5815436.023631616
1.74967001E8,4586370.027214912,5833151.062920615
1.74976801E8,4593524.146122808,5821581.256849133
1.74979801E8,4603051.222143734,5826984.3553906325
1.75010801E8,4588906.682762318,5827101.609289092
1.75015201E8,4607388.806381484,5821417.627235858
1.75084201E8,4598990.088845747,5823742.25360379
1.75087801E8,4599397.78009221,5813023.098974652
1.75101101E8,4597151.288929517,5819709.647479079
1.75103201E8,4583790.616371416,5821881.7579599405
1.75107101E8,4598132.404715684,5817957.8340925975
1.75109801E8,4586570.157237146,5821436.7774840705
1.75112001E8,4598817.183534309,5822098.65875243
1.75113801E8,4589384.222535339,5816772.775480578
1.75123801E8,4585370.324854821,5811446.315528368
1.75124201E8,4602943.7221664265,5818540.939005485
1.75126601E8,4601551.725653665,5827055.458397669
1.75132401E8,4582513.8236733675,5811784.1837414075
1.75147101E8,4594482.618531692,5824628.782584135
1.75149701E8,4610702.086105112,5822494.964470536
1.75162701E8,4607990.233285998,5821735.311755888
1.75188201E8,4589720.106977038,5827380.579920115
1.75220701E8,4583850.04386582,5828626.589516969
1.75225901E8,4601522.041385541,5836117.091641772
1.75227501E8,4583140.075713789,5829385.017514683
1.75235001E8,4595578.264423323,5806020.876736321
1.75242601E8,4599692.458081539,5813082.528416051
1.75250001E8,4585327.532381101,5822740.485376627
1.75261301E8,4602496.626085543,5808576.85872889
1.75264201E8,4579521.157313416,5824799.1333326865
1.75264401E8,4590177.408957061,5820166.22073824
1.75280701E8,4585581.140650628,5817173.949428491
1.75284501E8,4586501.456221478,5816816.758005436
1.75302301E8,4590693.087648295,5817400.577487296
1.75316401E8,4605472.057395842,5827744.663624561
1.75323801E8,4587136.490024234,5816980.121015599
1.75333001E8,4593831.492309654,5809792.285216205
1.75336501E8,4597804.5777874375,5820923.589000545
1.75351601E8,4603115.174826573,5818956.046221199
1.75362401E8,4592786.62959651,5822724.557371247
1.75371601E8,4599501.312506216,5815883.83426057
1.75384101E8,4593228.95708222,5818994.385977941
1.75391301E8,4598174.438713411,5814748.041766069
1.75405601E8,4599967.771788646,5823266.406510738
1.75406201E8,4596800.427280639,5818125.110432187
1.75424301E8,4595657.268762106,5829750.805834909
1.75432401E8,4611471.609165859,5822726.319559486
1.75436301E8,4594257.844756226,5821334.555976884
1.75442101E8,4597435.797021145,5813075.472745375
1.75453501E8,4601165.745959865,5823678.11919629
1.75467001E8,4589073.2660669,5821868.68856517
1.75473701E8,4582176.886602009,5824203.863643889
1.75481101E8,4588368.174025946,5821877.320311167
1.75486801E8,4602004.218265767,5813580.610910369
1.75489601E8,4597746.375434975,5824087.775620957
1.75490301E8,4597834.646763476,5820938.054561263
1.75491301E8,4600801.148490066,5809197.920452544
1.75520401E8,4589089.325072755,5821219.555445469
1.75522701E8,4591741.053905203,5822201.659461865
1.75525201E8,4602605.386324476,5817260.495265355
1.75547501E8,4597295.808874146,5816309.19311133
1.75557501E8,4600797.962837446,5823019.759329409
1.75563401E8,4591290.800102915,5821187.637288129
1.75573001E8,4581865.427731771,5826694.895113037
1.75578801E8,4581546.967030607,5826207.726594603
1.75584801E8,4608984.538176501,5822550.8284453945
1.75620801E8,4606644.0659216205,5824285.479861855
1.75623601E8,4596817.682803581,5817147.24384156
1.75641801E8,4593638.73979361,5820158.363747976
1.75642701E8,4585902.88644805,5823461.65982087
1.75647001E8,4589505.480562537,5829588.616621664
1.75659901E8,4595123.9691373315,5827293.236724554
1.75662901E8,4576397.816500164,5822198.157178493
1.75672501E8,4608257.84403652,5813282.220435508
1.75686301E8,4592000.551346011,5812269.489187734
1.75691901E8,4590773.6504423255,5828136.209955149
1.75697001E8,4590671.509475264,5811848.615471313
1.75701901E8,4588136.673968787,5812680.694825869
1.75711801E8,4596369.833975758,5824466.493432921
1.75717201E8,4598186.525147648,5816648.68097116
1.75718001E8,4586821.600417172,5829719.489411896
1.75742601E8,4589329.538117356,5820812.820581908
1.75789401E8,4592008.881819886,5822632.246878285
1.75812501E8,4604925.659157698,5827282.674972966
1.75834501E8,4589034.343104516,5818166.519391915
1.75860901E8,4592035.201099392,5823740.762632614
1.75861201E8,4606402.294512673,5827729.9251413
1.75865601E8,4588222.446847152,5819716.10142028
1.75872101E8,4589528.683728784,5829708.4448485635
1.75879701E8,4583183.691167074,5817241.243890689
1.75882501E8,4608844.080494199,5814618.961610507
1.75884301E8,4589438.708213821,5813711.060175787
1.75899201E8,4599138.4417633405,5816423.128195568
1.75899501E8,4597919.129125876,5818069.759969722
1.75915501E8,4597945.372271385,5811683.846436101
1.75920701E8,4603637.594592064,5812243.31371373
1.75926101E8,4604072.4080012925,5810590.830865933
1.75932201E8,4587821.584280996,5829113.497476672
1.75934201E8,4605144.835869446,5812241.87501714
1.75942101E8,4580584.408365361,5824171.851936917
1.75951701E8,4595071.588430291,5825268.046089488
1.75957001E8,4590654.442161898,5818641.197737488
1.75965201E8,4587841.096114656,5821192.642831379
1.75966901E8,4580133.553117944,5810408.824511756
1.75974301E8,4590379.46532466,5822096.324651894
1.75983401E8,4597349.476319146,5818984.459599311
1.76013401E8,4596815.148664287,5815206.561221591
1.76024001E8,4599111.497762193,5823103.176469902
1.76039801E8,4600121.897502477,5812757.114628888
1.76046501E8,4590191.970834436,5817446.398266291
1.76068101E8,4606347.416934619,5811326.927363937
1.76069701E8,4604308.250408826,5814214.017325077
1.76075001E8,4593910.613100726,5821682.440322407
1.76098901E8,4592582.014126872,5808583.229834712
1.76101101E8,4581368.939801284,5825131.240731892
1.76109101E8,4592791.419037768,5819626.55083815
1.76131801E8,4590548.600070641,5820517.240611393
1.76135601E8,4587363.860042935,5829132.34102283
1.76151801E8,4597611.196195101,5818434.530768981
1.76181101E8,4591928.129469734,5826856.992591374
1.76208201E8,4597622.445180264,5818215.774669478
1.76230501E8,4590358.190074727,5814713.5037164185
1.76230701E8,4609489.89395652,5814898.5136729805
1.76232401E8,4593029.753224908,5825707.010316937
1.76240601E8,4578110.743037156,5823559.365374104
1.76247701E8,4607374.043900488,5813386.296961546
1.76252701E8,4587771.138351787,5811668.359976378
1.76257401E8,4606340.599686889,5811232.344028132
1.76260401E8,4601249.693188931,5826710.005804649
1.76266001E8,4585441.192513595,5812071.664843519
1.76271401E8,4599579.659314511,5819264.466174806
1.76277901E8,4597205.717573058,5826017.762660448
1.76283001E8,4589015.186599515,5816118.48119843
1.76285401E8,4592370.12449798,5827304.32276861
1.76291801E8,4593168.446681784,5825640.219937288
1.76317001E8,4599242.468688322,5823080.016045028
1.76332101E8,4585108.577594362,5820407.933015858
1.76359801E8,4589834.653757244,5816879.407293358
1.76363201E8,4590513.618668662,5810041.555633988
1.76367701E8,4594394.857315506,5824005.8341771765
1.76368201E8,4591175.74965962,5815942.001850274
1.76369101E8,4591191.508099776,5815341.39044885
1.76374001E8,4599243.161551615,5820776.094432839
1.76376001E8,4610266.143119839,5823012.7217775835
1.76381801E8,4593877.860094118,5828576.762972944
1.76388101E8,4597632.415676981,5816739.155047494
1.76390501E8,4590922.554393332,5815453.984388768
1.76398401E8,4606952.973677112,5812738.555672215
1.76411401E8,4602837.115579569,5827006.328762896
1.76417601E8,4591275.265193781,5811597.161359665
1.76419001E8,4601382.80821359,5810253.602725945
1.76444401E8,4591288.068583732,5819847.338075928
1.76480501E8,4594739.832348544,5821543.044646523
1.76482701E8,4598782.872258682,5817384.79013402
1.76493201E8,4593268.176637939,5826378.323983628
1.76499301E8,4596724.297407593,5818382.054077322
1.76500801E8,4589025.92025899,5821552.188489715
1.76533101E8,4593416.982128883,5825469.415566227
1.76556601E8,4591965.275674403,5831972.386088842
1.76557401E8,4591526.767639292,5829623.430890877
1.76559301E8,4590645.589396464,5828557.647010882
1.76564101E8,4601336.874602395,5836077.529023959
1.76571401E8,4596449.608072858,5822319.3711316995
1.76579401E8,4582933.143372032,5822637.022949289
1.76581001E8,4587755.109813014,5820790.554105628
1.76583101E8,4597772.072460574,5818814.123559939
1.76583601E8,4580430.706680111,5819696.062679257
1.76605601E8,4589413.072279919,5818749.159121946
1.76606001E8,4607674.30553119,5814490.012652798
1.76616501E8,4595222.004869452,5808970.456896646
1.76625201E8,4590014.688704774,5822091.280531708
1.76636201E8,4591177.853097664,5813542.155297947
1.76641901E8,4591053.606521823,5822577.404352333
1.76645801E8,4587492.820237123,5820822.822306512
1.76656001E8,4584867.843134596,5810812.297640019
1.76694301E8,4589444.508372551,5814992.666559118
1.76711901E8,4609700.568069658,5819142.227288119
1.76721101E8,4590143.133092094,5822638.720946584
1.76730001E8,4606901.176207002,5816555.126023416
1.76736901E8,4580777.117825678,5820930.965494283
1.76743901E8,4591205.295126699,5816125.916263458
1.76753601E8,4588760.127001233,5809961.113835964
1.76764601E8,4603107.661227911,5826716.432549396
1.76765501E8,4609703.737487003,5814813.323925506
1.76779501E8,4597280.720720881,5824729.170125529
1.76784301E8,4587817.373301898,5819340.881576233
1.76786601E8,4585904.080277102,5810462.281951412
1.76790201E8,4596975.388149845,5823102.079616515
1.76794301E8,4603285.866363425,5827365.8956436515
1.76801601E8,4591209.496836344,5830334.305518069
1.76804201E8,4610990.8194280965,5808313.38678906
1.76806201E8,4576341.36032336,5816341.210302591
1.76813301E8,4605688.894397492,5825591.036201827
1.76826301E8,4605502.863761564,5821505.340642207
1.76830601E8,4602868.668862225,5820302.227706888
1.76841901E8,4607755.219467954,5810066.640529123
1.76851701E8,4592452.377262706,5827473.571343016
1.76869401E8,4607023.352339857,5814758.682528571
1.76881101E8,4607313.933476801,5808641.870049264
1.76882001E8,4595627.44216518,5827363.805629508
1.76897001E8,4587186.173611567,5817484.655721195
1.76901201E8,4591587.189037114,5811923.30974236
1.76926201E8,4608012.490417841,5824120.184454479
1.76928401E8,4585703.198466162,5809440.8934941925
1.76943301E8,4601945.4250164665,5824953.078426968
1.76955701E8,4577380.049612345,5824534.076447962
1.76962201E8,4596879.955970574,5817593.942966825
1.76966001E8,4583980.768458839,5828722.558208104
1.76969101E8,4594231.793761892,5818847.00415399
1.76969601E8,4612248.842873431,5806052.580708117
1.76976801E8,4602775.790702128,5812584.031665494
1.77003501E8,4584945.571665029,5821747.368871515
1.77006701E8,4604368.935302305,5824956.519122357
1.77023901E8,4593636.6600548085,5829573.016273683
1.77045401E8,4602254.566729722,5808905.392513999
1.77123601E8,4588262.202276871,5810935.488899816
1.77128501E8,4592001.64690976,5812561.61823812
1.77142601E8,4605836.892793436,5819634.821135123
1.77159701E8,4610242.51053646,5824285.89201108
1.77175301E8,4596409.045664914,5809358.474307652
1.77176701E8,4608912.905513226,5819009.9843404675
1.77178201E8,4598800.8222479625,5824630.36069715
1.77184201E8,4604539.536531609,5819306.349040409
1.77195401E8,4610048.886326463,5820815.31279465
1.77211401E8,4591293.186882906,5812182.648929843
1.77222801E8,4591564.075585339,5830068.528075881
1.77227801E8,4584712.300009499,5822194.160301611
1.77234701E8,4599436.851420362,5816019.604263891
1.77251101E8,4586186.942664519,5819087.365548844
1.77255101E8,4584443.032055224,5822599.8517258605
1.77263801E8,4604255.693573632,5816251.991548437
1.77271201E8,4596665.286283558,5816880.558598745
1.77288301E8,4593067.690981962,5826949.559121969
1.77320801E8,4602758.919576965,5815759.274481789
1.77335901E8,4608293.515431564,5823998.532740174
1.77341701E8,4588553.69888502,5818150.255622453
1.77358001E8,4583262.344853119,5828606.809348565
1.77377801E8,4590153.374131863,5821844.555435916
1.77385501E8,4584819.979648143,5813825.23686687
1.77416601E8,4588894.425962998,5816636.374653134
1.77425301E8,4592915.51880432,5819397.918616562
1.77444601E8,4593114.491445664,5819459.959422911
1.77457001E8,4590938.626948414,5818054.960560503
1.77462501E8,4587357.494187882,5816221.60730234
1.77466401E8,4588263.891333157,5819524.576831575
1.77467501E8,4584088.164948121,5817458.285754472
1.77472401E8,4577075.655769264,5824778.772051133
1.77476401E8,4600049.2208497925,5823375.1627566125
1.77518701E8,4587219.821334634,5812688.70697497
1.77525601E8,4602075.633453742,5826215.178854128
1.77531501E8,4587866.904047206,5815318.3437080905
1.77588101E8,4587574.414003835,5833312.420542229
1.77590201E8,4589127.626075532,5816948.958629202
1.77592401E8,4592691.3349281335,5829090.565066751
1.77606201E8,4588395.998452814,5821661.938885698
1.77612001E8,4601227.676106189,5826536.67342137
